,State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Hindus,Muslims,Age_Group_0_29,sex_ratio,literacy_rate
15,Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,3988,2666950,9025,1423119,101.0,55.0
16,Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,4453,2299129,16423,1206366,102.0,53.0
17,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,12952,3273755,197333,1891954,100.0,59.0
18,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,12050,3733191,86142,2051513,100.0,67.0
19,Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,170,47683,2134,96630,93.0,49.0
20,Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,57,12333,652,53752,103.0,49.0
21,Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,450,27854,2289,61993,98.0,63.0
22,Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,95,4859,471,64379,103.0,40.0
23,Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,312,99020,3846,94890,91.0,57.0
24,Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,207,28915,2247,35140,93.0,59.0
25,Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,381,9551,1482,55258,98.0,65.0
26,Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,2477,57027,6148,120592,98.0,69.0
27,Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,96,11842,787,30709,71.0,52.0
28,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,98,20682,1103,71785,94.0,43.0
29,Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,97,5261,411,21090,89.0,52.0
30,Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,139,13474,521,56054,100.0,54.0
31,Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,202,31265,1970,53026,82.0,58.0
32,Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,303,15881,2218,70415,93.0,58.0
33,Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,2078,492966,1198036,1072312,95.0,53.0
34,Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,2523,359145,371033,458796,97.0,59.0
35,Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,5316,1038985,654816,1048990,96.0,68.0
36,Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,1166,327322,597392,583436,95.0,52.0
37,Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,1192,655052,13475,434221,95.0,62.0
38,Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,8817,1198401,64526,767147,96.0,67.0
39,Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,1364,347878,579929,650509,96.0,56.0
40,Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,3073,917426,90312,629153,96.0,68.0
41,Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,1211,251194,397653,419921,95.0,62.0
42,Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,5651,1008219,54684,604908,96.0,73.0
43,Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,3109,877495,601784,895775,95.0,66.0
44,Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,1923,766000,20290,618633,95.0,58.0
45,Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,1933,521962,692489,779850,96.0,65.0
46,Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,1218,529068,252271,552671,96.0,55.0
47,Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,1948,797130,193476,639385,97.0,66.0
48,Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,5121,1225246,1563203,1778277,96.0,61.0
49,Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,1631,491582,277488,442061,95.0,69.0
50,Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,4358,1422824,350536,1159991,96.0,58.0
51,Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,5135,1181347,48373,799874,95.0,60.0
52,Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,2561,1593525,1207442,1872943,92.0,43.0
53,Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,2362,2291133,237353,1626969,93.0,58.0
54,Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,23258,2545438,786677,2211996,92.0,68.0
55,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,2362,2291133,237353,1626969,93.0,58.0
56,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,23258,2545438,786677,2211996,92.0,68.0
57,Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1704,1772655,250925,1291235,91.0,47.0
58,Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,4644,2554330,407348,1951688,89.0,52.0
59,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,6764,2487866,537098,1952879,88.0,52.0
60,Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,3661,2518216,197819,1722387,91.0,59.0
61,Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,1784,1591454,105423,1074754,92.0,58.0
62,Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,6280,3042729,881476,2535344,91.0,46.0
63,Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,6856,3876395,488121,2810026,94.0,52.0
64,Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,3707,2119262,436057,1642807,102.0,54.0
65,Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,1839,1525746,217621,1135919,92.0,49.0
66,Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,1106,1045117,75742,714244,92.0,55.0
67,Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,2941,1684589,1365645,2054202,92.0,42.0
68,Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,1580,1486989,175588,1114645,89.0,46.0
69,Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,1093,531236,1149095,1139615,95.0,44.0
70,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,1186,956396,40886,650642,90.0,51.0
71,Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1397,1753829,241760,1311771,91.0,42.0
72,Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,5319,3652168,818912,2860455,93.0,48.0
73,Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,2653,1252319,110416,860147,88.0,59.0
74,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,10290,4032773,745546,3016735,90.0,52.0
75,Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,4156,2669775,198033,1829128,92.0,53.0
76,Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1841,1964620,244394,1440781,94.0,49.0
77,Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,3495,3047427,865090,2544205,91.0,45.0
78,Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,40692,5356075,439952,3626564,90.0,59.0
79,Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,7719,4086453,990349,3316422,90.0,45.0
80,Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,4170,1989420,1255641,2155512,92.0,41.0
81,Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,4594,2645415,300487,1875174,92.0,61.0
82,Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,1668,1629254,266620,1249692,91.0,42.0
83,Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,5379,3800598,452370,2766930,91.0,50.0
84,Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,4509,3534772,406449,2516115,95.0,55.0
85,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,631,596102,37653,413475,93.0,52.0
86,Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,478,552492,99342,421241,89.0,43.0
87,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,3460,2672311,740101,2206340,90.0,42.0
88,Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,3834,2712635,608282,2115448,99.0,58.0
89,Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1845,1809936,409251,1453438,93.0,46.0
90,Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,4810,3152346,333980,2176701,89.0,55.0
91,Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,44283,852574,51447,602411,82.0,76.0
92,Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,1782,1277975,12413,864272,102.0,46.0
93,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,1574,371973,6984,193671,98.0,75.0
94,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,8566,2540763,57973,1625484,97.0,60.0
95,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,1574,371973,6984,193671,98.0,75.0
96,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,8566,2540763,57973,1625484,97.0,60.0
97,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,1016,777188,10425,461125,101.0,68.0
98,Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,16141,3129745,83499,1919832,99.0,69.0
99,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,567,629509,15336,488965,101.0,58.0
100,Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,4544,1133176,30195,729708,97.0,62.0
101,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,1667,604259,25878,399581,97.0,60.0
102,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,961,1008061,12570,582544,102.0,62.0
103,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,3342,1422986,17332,841958,99.0,64.0
104,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,38570,2239370,227465,1414154,96.0,74.0
105,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,3342,1422986,17332,841958,99.0,64.0
106,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,38570,2239370,227465,1414154,96.0,74.0
107,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,20261,3881485,103038,2454299,98.0,65.0
108,Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,2737,2126195,81442,1441436,98.0,50.0
109,Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,1316,171537,16087,122589,53.0,79.0
110,Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,6628,2397056,334858,1527888,95.0,67.0
111,Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,6628,2397056,334858,1527888,95.0,67.0
112,Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,23440,622213,57941,380926,96.0,81.0
113,Goa,South Goa,15.195278658183785,73.941792596877,586,640537,17624,341664,63623,314480,99.0,78.0
114,Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,126341,6042416,883238,3952858,90.0,75.0
115,Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,2538,1410463,99105,836343,96.0,66.0
116,Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,9902,1798794,250919,1134962,92.0,74.0
117,Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,3424,2890305,213505,1984701,94.0,55.0
118,Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,10257,1188204,343511,844298,93.0,72.0
119,Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,7297,2632574,212863,1708938,93.0,66.0
120,Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,12107,1319586,57273,769329,92.0,74.0
121,Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,11573,1810443,320805,1220598,94.0,65.0
122,Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,9631,1608921,442355,1278604,91.0,60.0
123,Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,5710,2000884,264482,1260660,94.0,72.0
124,Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,7759,1885732,136431,1119451,93.0,74.0
125,Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,576,559848,22600,336830,96.0,63.0
126,Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,6726,1225087,78669,673014,96.0,75.0
127,Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,3456,2220974,158513,1421859,95.0,60.0
128,Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,2231,1194745,142797,786357,94.0,62.0
129,Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,1653,549749,33565,314886,95.0,67.0
130,Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,21785,3397406,361388,2080568,93.0,72.0
131,Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,5262,2260560,148563,1393131,95.0,65.0
132,Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,55694,5260193,660772,3563443,79.0,75.0
133,Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,2975,1620282,109681,1033435,93.0,62.0
134,Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,137,203545,3593,146095,101.0,62.0
135,Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,53606,3713941,384579,2213474,93.0,69.0
136,Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,11020,1571147,94034,944532,92.0,69.0
137,Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,12899,955096,22143,617859,88.0,72.0
138,Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,5292,1611031,15515,964960,89.0,65.0
139,Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,43437,1588407,161680,1095602,87.0,70.0
140,Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,3210,779243,8360,555745,90.0,59.0
141,Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,67087,1408801,70842,875531,85.0,73.0
142,Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,10132,1701061,21650,1017830,87.0,64.0
143,Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,5034,945693,8247,549975,86.0,71.0
144,Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,5263,1276669,23016,784085,87.0,62.0
145,Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,3724,974520,8232,630194,88.0,60.0
146,Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,11163,1341002,31650,884972,89.0,65.0
147,Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,7356,805175,15970,552034,89.0,67.0
148,Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,2624,913251,5660,530000,89.0,68.0
149,Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,18615,490702,23451,309078,87.0,72.0
150,Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,10024,1083936,86622,739075,86.0,65.0
151,Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,5121,889133,5713,518747,90.0,71.0
152,Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,8482,1043887,8185,605741,87.0,70.0
153,Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,6287,940255,9524,750228,90.0,60.0
154,Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,1615,479782,32455,306555,99.0,62.0
155,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,2521,449412,3711,224044,110.0,79.0
156,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,1196,1010014,91269,660774,86.0,59.0
157,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,2521,449412,3711,224044,110.0,79.0
158,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1196,1010014,91269,660774,86.0,59.0
159,Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,8053,1461140,19797,766581,101.0,76.0
160,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,354,64732,448,42360,82.0,72.0
161,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,2623,415669,2974,244727,94.0,70.0
162,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,5333,981412,9460,524285,101.0,72.0
163,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,9177,791449,11810,425721,92.0,75.0
164,Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,2220,476830,33215,310244,92.0,68.0
165,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,5250,548579,14678,321533,88.0,74.0
166,Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,2412,480138,14275,273223,98.0,77.0
167,Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,596,187621,220614,263576,92.0,53.0
168,Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,19905,1289240,107489,816827,88.0,74.0
169,Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,235,10341,108239,87532,81.0,61.0
170,Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,1443,540063,64234,357864,89.0,63.0
171,Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,1537,13840,535159,342601,91.0,52.0
172,Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,346,32604,431279,304979,89.0,55.0
173,Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,16413,42540,1177342,693238,90.0,61.0
174,Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,1214,489044,59771,339145,87.0,58.0
175,Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,9754,1636460,241451,1261238,92.0,62.0
176,Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,590,903179,116710,692650,95.0,49.0
177,Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,1944,1165140,302626,944961,93.0,53.0
178,Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,11568,2149480,431762,1634835,91.0,64.0
179,Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,1193,1044726,106865,799323,98.0,51.0
180,Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,565,1104475,194680,860869,94.0,49.0
181,Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1944,1856202,508586,1597269,94.0,51.0
182,Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,874,937126,289182,820367,94.0,46.0
183,Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,831,309563,51429,643579,99.0,55.0
184,Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,808,550560,164406,480895,95.0,54.0
185,Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,340,473049,69808,484084,97.0,48.0
186,Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,351,112378,95012,298844,99.0,56.0
187,Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,328,410127,322963,587976,99.0,39.0
188,Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,2155,1683169,238295,1244572,93.0,53.0
189,Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,22538,1612239,410759,1742293,95.0,66.0
190,Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,591,628044,398243,745027,95.0,42.0
191,Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,423,201524,15103,357859,100.0,57.0
192,Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,3745,1634229,219991,1123443,99.0,59.0
193,Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,3729,890429,92252,535765,95.0,70.0
194,Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,17560,4038331,528412,2669348,97.0,64.0
195,Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,9626,2103633,320834,1487013,98.0,58.0
196,Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,3971,1289709,335184,1018195,96.0,61.0
197,Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,117,245151,1617,167348,98.0,34.0
198,Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,4987,1786830,369588,1295274,96.0,57.0
199,Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,4510,1004553,101235,564994,101.0,72.0
200,Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,5711,1520553,128751,891230,97.0,66.0
201,Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,7320,1658465,265805,1068518,97.0,67.0
202,Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,15013,1390020,386834,1017935,97.0,70.0
203,Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,3373,907750,143665,601578,98.0,66.0
204,Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,9752,2011014,513125,1570719,97.0,56.0
205,Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,4851,1630814,120011,877340,101.0,69.0
206,Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,2456,1281878,297927,904453,95.0,68.0
207,Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,3308,448986,87274,276918,102.0,74.0
208,Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,5051,1305431,199873,841499,98.0,66.0
209,Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,2135,1218024,161770,855430,99.0,58.0
210,Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,3367,1712695,77801,902307,100.0,64.0
211,Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,28397,2631985,290549,1580116,99.0,65.0
212,Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,5200,1634062,272022,1196670,100.0,51.0
213,Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,8791,1479424,234664,913150,100.0,72.0
214,Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,7971,2413812,245923,1351461,98.0,68.0
215,Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,9070,1009179,96740,559565,109.0,79.0
216,Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,28842,1460447,224545,891512,110.0,87.0
217,Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,88737,1509557,514397,1396968,103.0,87.0
218,Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,8250,541854,82206,494456,101.0,83.0
219,Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,32653,1509592,742483,1187177,114.0,85.0
220,Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,10378,729987,486913,688763,108.0,79.0
221,Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,31542,1697635,508500,1177359,111.0,85.0
222,Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,37849,983598,126499,811653,104.0,89.0
223,Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,36791,1734958,1211131,1487644,110.0,85.0
224,Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,27909,1135259,2888849,2406005,110.0,81.0
225,Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,27162,1875980,812936,1395222,107.0,80.0
226,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,71621,2194057,452915,1488441,109.0,84.0
227,Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,56148,1823442,532839,1394214,111.0,86.0
228,Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,4712,404460,234185,412806,103.0,79.0
229,Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,1290,686524,21473,444954,98.0,58.0
230,Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,619,778214,40707,535410,90.0,56.0
231,Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,1712,1519384,38542,969773,102.0,67.0
232,Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,1158,1318869,58222,923665,98.0,40.0
233,Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,2109,1505745,37590,938819,97.0,60.0
234,Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,1166,1595400,66776,1040736,84.0,64.0
235,Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,40788,1755861,525434,1405814,92.0,70.0
236,Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,986,552526,180840,469838,95.0,54.0
237,Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,1880,1676918,70351,1112636,88.0,54.0
238,Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,3588,1923920,100692,1232263,96.0,62.0
239,Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,1432,1186420,47966,768929,91.0,59.0
240,Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,616,747693,28483,473097,87.0,62.0
241,Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,3518,1376591,174259,943954,94.0,59.0
242,Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,2388,2051219,116202,1377326,96.0,49.0
243,Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,554,605435,6736,419531,100.0,54.0
244,Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,2482,1172248,49203,793150,91.0,53.0
245,Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,15779,1835299,141735,1218319,86.0,67.0
246,Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,986,527462,38640,347774,93.0,62.0
247,Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,2871,1175203,52269,730768,91.0,65.0
248,Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,48691,2728225,415142,1877270,93.0,70.0
249,Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,20443,2159065,203652,1387369,93.0,71.0
250,Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,744,960925,15733,684200,99.0,34.0
251,Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,2179,1240650,37232,778414,95.0,61.0
252,Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,912,849518,16558,614794,101.0,57.0
253,Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,2324,1192588,125548,781000,96.0,62.0
254,Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1781,1875495,76159,1254302,84.0,60.0
255,Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,1945,741288,67324,476995,95.0,62.0
